actor_1_name,actor_1_facebook_likes
Amy Brenneman,366.00
Madison Rothschild,210.00
John Topor,41.00
Andrea Di Stefano,30.00
Glenne Headly,231.00
Lotte Verbeek,612.00
Tom Sizemore,0.00
Penny Balfour,14.00
Rie Miyazawa,7.00
Jemima Rooper,212.00
Dylan Schombing,74.00
Ben Diskin,20.00
Niketa Calame,847.00
Melissa Sturm,18.00
Mo Gallini,771.00
Vanessa Lee Chester,227.00
Rita Davies,18.00
Jay Leno,241.00
Allen Covert,328.00
Paul Dooley,260.00
Barry Shabaka Henley,232.00
Charles Halford,218.00
Yvette Nicole Brown,446.00
Jud Tylor,15000.00
Damian Lewis,0.00
Christian Berkel,104.00
Sarah Steele,138.00
Azura Skye,193.00
Randall Duk Kim,99.00
Steve Byers,222.00
Ransford Doherty,759.00
Huey Lewis,215.00
Keegan-Michael Key,415.00
Tim McGraw,461.00
James Robinson,403.00
Marcia Wallace,433.00
Cristián de la Fuente,462.00
Oanh Nguyen,8.00
Conrad Vernon,48.00
Leila Arcieri,212.00
Franco Nero,576.00
Lyndie Greenwood,160.00
Michael Dorn,748.00
John Buffalo Mailer,17.00
Zach McGowan,423.00
Nathaniel Parker,271.00
Garcelle Beauvais,384.00
Celina Beach,66.00
Gaia Weiss,182.00
Aida Turturro,97.00
Stephen Merchant,681.00
Michael Gaston,135.00
Owen Teale,112.00
Reece Thompson,354.00
Andrea Savage,105.00
Stuart Wilson,94.00
William Devane,416.00
Janine Turner,369.00
Horatio Sanz,174.00
Yvonne Zima,263.00
Michael Kitchen,184.00
Jonah Bobo,539.00
Eugenie Bondurant,637.00
Tony Noble,25.00
Tom Goodman-Hill,221.00
Simon Chandler,16.00
Bob Peck,191.00
Sung-jun Yoo,7.00
Ice-T,867.00
Chelsea Handler,439.00
Haley Bennett,664.00
Drew Sidora,311.00
Nicky Naudé,73.00
Peter Krause,576.00
Eden Riegel,145.00
Jimmy Shubert,82.00
Rosa Salazar,240.00
Jaqueline Fleming,357.00
Jessalyn Gilsig,380.00
Judith Hill,6.00
Griffin Kane,175.00
Bill Hunter,226.00
John Hodgman,57.00
Kristen Connolly,751.00
Fred Williamson,767.00
Elaine Stritch,586.00
Ritchie Coster,107.00
Gemma Chan,288.00
Julian Kostov,864.00
Louis Ferreira,295.00
Wade Williams,300.00
Leleti Khumalo,204.00
Julia Duffy,210.00
Chi Muoi Lo,308.00
Joe Viterelli,236.00
Carrie Preston,652.00
Xzibit,218.00
Jacob Hopkins,77.00
Timothy West,82.00
Vanessa Marshall,68.00
Shawn Christian,196.00
Jamie Foreman,466.00
Tania Saulnier,102.00
Eddie Peng,22.00
Paolo Montalban,242.00
Stefan Kapicic,361.00
Keir O'Donnell,318.00
Caroline Rhea,271.00
Richard Crenna,349.00
Matt Bushell,110.00
Kevin Brown,727.00
Cynthia Nixon,479.00
Terry O'Neill,40.00
Mihalis Giannatos,58.00
Michael Bowen,348.00
Sam Anderson,194.00
Matthew Gray Gubler,639.00
Holland Taylor,458.00
Michael Chernus,186.00
James Karen,168.00
Haley Ramm,354.00
Chiaki Kuriyama,640.00
Gary Jones,72.00
Brion James,403.00
Kate Luyben,95.00
Paul McGann,243.00
Peter Polycarpou,34.00
Rex Linn,215.00
John Ashton,241.00
Ellen Barkin,552.00
Paterson Joseph,352.00
John Castle,67.00
Hugh Bonneville,518.00
David Walton,676.00
Jackie Cooper,420.00
David Backus,43.00
Matt O'Leary,303.00
Hill Harper,466.00
Kelvin Han Yee,681.00
Parker Sawyers,304.00
Mircea Monroe,634.00
Tom Dreesen,21.00
Rebecca Dayan,75.00
Victoria Smurfit,343.00
Rob Moran,79.00
Alia Shawkat,728.00
Bobby Block,21.00
Jon Stewart,593.00
Bonnie Hunt,597.00
Zach Mills,417.00
Herbert Russell,701.00
Mark L. Young,322.00
Michael Monks,58.00
Georgina Chapman,55.00
Nicola Walker,132.00
Conrad Goode,477.00
Chad Lowe,372.00
Reuben Langdon,144.00
Ana de la Reguera,679.00
Charles Martinet,283.00
Scott Lawrence,159.00
Gilbert R. Hill,174.00
Marcel Iures,258.00
Sven-Ole Thorsen,158.00
Taylor Dooley,717.00
Peter Youngblood Hills,39.00
Rain,72.00
Carmine Giovinazzo,432.00
John Lyons,5.00
Agnes Bruckner,401.00
Kelly Rowan,282.00
Richard Brake,163.00
Rita Wilson,323.00
Rachel Roberts,201.00
Rick Hoffman,581.00
Michelle Forbes,764.00
Aaron Hill,398.00
Jessica Collins,303.00
Raza Jaffrey,509.00
Rab Affleck,15.00
Grant Bowler,600.00
Willie Nelson,338.00
Josie Ho,77.00
Tom Sturridge,830.00
James Lew,215.00
Alison Doody,440.00
Matthew Macfadyen,0.00
Leland Orser,308.00
Mel Rodriguez,237.00
Steve Bacic,235.00
Mykelti Williamson,393.00
Michael Nardone,194.00
Gretchen Mol,600.00
Keith Hudson,23.00
Eric Peterson,59.00
Alissa Dean,807.00
Natalya Bondarchuk,12.00
George Cole,77.00
Crystal Lowe,319.00
Julia Jones,364.00
Jenny McCarthy,750.00
Heather Burns,213.00
Anita Briem,311.00
Robin Sachs,436.00
Steve Whitmire,84.00
Izabella Miko,560.00
Kris Marshall,548.00
Ian Richardson,140.00
Emilio Estefan Jr.,20.00
James Tumminia,443.00
William Lucking,132.00
Will Beinbrink,167.00
Ben Miller,252.00
Joe Komara,10000.00
Obba Babatundé,451.00
Nels Lennarson,19.00
Kristy Swanson,579.00
Man Li,10.00
James With,61.00
Unax Ugalde,50.00
Céline Sallette,114.00
Togo Igawa,104.00
Cliff Edwards,40.00
Chelsea Bond,16.00
Valerie Tian,135.00
Julia Sawalha,206.00
Charice,491.00
Mimi Rogers,292.00
David Eigenberg,395.00
Slash,412.00
Jared Burke,16.00
Anders Holm,365.00
Bob Hastings,253.00
Evan Jones,196.00
Mélissa Theuriau,6.00
J. Smith-Cameron,54.00
JoBeth Williams,296.00
William Bassett,225.00
Bruce Campbell,298.00
Dan Bilzerian,127.00
Rosie O'Donnell,251.00
Marcella Lentz-Pope,81.00
Sachiko Ishida,49.00
Wendy Crewson,249.00
Jason Douglas,175.00
Jane Curtin,257.00
Susan Ward,398.00
Cheryl Penland,4.00
Marisol Nichols,633.00
David Thornton,119.00
Shantel VanSanten,748.00
Sam Jaeger,389.00
Lino Facioli,177.00
Lindsay Sloane,465.00
Jonathan Morgan Heit,91.00
Jonathan Brewer,19.00
Ebon Moss-Bachrach,211.00
Joy Bryant,280.00
Scott Vance,235.00
Sean Connery,0.00
Jonathan Hyde,287.00
Jeremy Owen,57.00
Julene Renee,78.00
Shenae Grimes-Beech,687.00
Anthony Heald,173.00
Jesse James,235.00
Ione Skye,223.00
Daniel Brochu,12.00
Stephen Henderson,64.00
Vanessa Aspillaga,58.00
Jesse L. Martin,715.00
Angela Bettis,294.00
Carlease Burke,210.00
Marco Hofschneider,44.00
William Ragsdale,135.00
Lillo Brancato,353.00
Lauren Lee Smith,351.00
Oaklee Pendergast,284.00
Patricia Heaton,402.00
Jonathan Jackson,613.00
Troy Garity,167.00
Greg Collins,39.00
Kelly Ripa,379.00
Jasmine Trinca,87.00
Ashley Walters,173.00
Ljubomir Kerekes,2.00
Prabhas,72.00
Michael Hitchcock,279.00
Oscar Gale,785.00
Courtney Gains,559.00
Elvis Tsui,7.00
Kristen Johnston,501.00
Kari Matchett,280.00
Bill Nunn,182.00
Matthew Glave,108.00
David Clennon,145.00
Ted Markland,12.00
Leonor Varela,427.00
Bruce Goodchild,15.00
David Walliams,217.00
Nick Robinson,724.00
Owen Burke,206.00
Christopher James Baker,35.00
Anne Heche,644.00
Aleksey Serebryakov,30.00
Barbara Carrera,133.00
Mason Gamble,263.00
Omid Abtahi,387.00
Kwok-Kwan Chan,51.00
Reginald Ballard,64.00
Bruce Green,538.00
Rebecca Mader,505.00
Josh Segarra,213.00
Sherri Shepherd,278.00
Jordan Lund,25.00
Amanda Wyss,574.00
Judith Godrèche,80.00
Kiersey Clemons,190.00
Al Freeman Jr.,318.00
Mackenzie Aladjem,120.00
Mindy Kaling,766.00
Anne Heche,646.00
Jamie Hector,248.00
Kirsten Day,196.00
Joyce Van Patten,57.00
Ed Stoppard,95.00
Colin Stinton,23.00
Kevin Peter Hall,636.00
Sam J. Jones,455.00
Carmen Ejogo,374.00
Leon Rippy,229.00
Eros Vlahos,167.00
Joanna Lumley,973.00
Richard Cetrone,63.00
Pip Torrens,72.00
Richard Thomas,549.00
Marion Ross,418.00
Michael Beach,344.00
Michael Mosley,253.00
Alex Jennings,39.00
Wendell Pierce,458.00
Richard Brancatisano,174.00
Lysette Anthony,136.00
Christopher Rich,150.00
Jason Behr,505.00
Shawn Doyle,230.00
Ray Nicholas,105.00
Maurice Compte,120.00
Jade Kindar-Martin,6.00
Angus Macfadyen,448.00
Warren Brown,256.00
Rie Rasmussen,115.00
Isabelle Carré,45.00
Tobey Maguire,0.00
Eduard Fernández,7.00
Jacob Latimore,129.00
Melissa McMeekin,141.00
Hudson Leick,239.00
Sami Gayle,566.00
Yuria Nara,2.00
Hayley Lovitt,954.00
Vincent Perez,292.00
Tony Kgoroge,38.00
Joe Ochman,11.00
Dato Bakhtadze,48.00
Rachel Blanchard,491.00
Chris Ellis,178.00
Eddie Jemison,336.00
Robert John Burke,317.00
Susanne Lothar,50.00
Steve Bannos,460.00
Portia Doubleday,534.00
Russell Peters,355.00
Michael DeLorenzo,240.00
Holmes Osborne,83.00
Roberts Blossom,159.00
Yvette Nicole Brown,447.00
Simon Callow,239.00
Jean Louisa Kelly,320.00
Doug Cockle,24.00
Brian McNamara,125.00
Jayne Eastwood,90.00
Dillon Casey,281.00
Carel Struycken,436.00
Rodger Bumpass,217.00
Mike Colter,567.00
Yetta Gottesman,71.00
Melinda Dillon,252.00
Chris Lowell,940.00
Howard Hesseman,322.00
Daniel Rindress-Kay,7.00
Tracie Thoms,502.00
Jean Smart,329.00
Maria Thayer,344.00
Bonnie Somerville,246.00
Raphael Sbarge,362.00
Peter Sallis,100.00
Nellie McKay,37.00
Luisa Ranieri,22.00
Kate Capshaw,237.00
Facundo Lombard,357.00
Sanoe Lake,64.00
Danny Rhodes,77.00
Megan Franich,63.00
Method Man,362.00
Richard Dawson,384.00
John Macmillan,21.00
Jasika Nicole,439.00
Tom Kane,265.00
Katie Lowes,273.00
Huell Howser,69.00
Cheri Oteri,244.00
Graham Beckel,95.00
Dave Annable,642.00
Aisha Hinds,343.00
Hugh Dillon,431.00
Delphine Chanéac,559.00
Jordan Prentice,322.00
Robert Costanzo,130.00
Mark Camacho,40.00
Sandra Vergara,133.00
Christiana Leucas,165.00
Munro Chambers,353.00
Terence Maynard,120.00
Lynda Boyd,83.00
Björn Hlynur Haraldsson,51.00
Ned Bellamy,91.00
James Biberi,174.00
Lucy Boynton,135.00
Nicholas Tse,107.00
Jaycee Chan,187.00
Kathy Baker,313.00
Tyrone Keogh,11.00
Jemima West,432.00
Chiara Caselli,24.00
Tyler Hilton,154.00
Mark Williams,373.00
Jennifer Hall,89.00
Hannah Spearritt,363.00
Angel Coulby,566.00
Scott Weinger,631.00
R. Marcos Taylor,303.00
John Sessions,83.00
Enrique Iglesias,876.00
Reginald VelJohnson,541.00
Charlie Talbert,767.00
Demetri Martin,210.00
Kenneth Mitchell,250.00
Haruma Miura,47.00
Ann Talman,6.00
Gloria Reuben,186.00
Mimi Kirkland,325.00
Jeri Ryan,1000.00
Simon Woods,241.00
Tómas Lemarquis,114.00
Ben Chaplin,258.00
George Lopez,453.00
Tencho Gyalpo,0.00
Fenella Woolgar,87.00
Jeffrey Markle,228.00
Shaun Parkes,78.00
Jake McDorman,535.00
Ray Charles,326.00
Michael Rady,523.00
Peter McNicholl,3.00
Joyce Randolph,94.00
Tim Rose,137.00
Vanesa Tomasino,355.00
William Mapother,398.00
Paul Barber,57.00
Joseph Kaiser,3.00
David Harbour,313.00
Glenn Howerton,424.00
Wolfgang Preiss,14.00
Suzie Plakson,178.00
Brad Leland,67.00
Seth Meyers,307.00
Monica Keena,512.00
Jessica Wesson,26.00
Donald Sumpter,151.00
Hristo Shopov,113.00
Matthew Lawrence,711.00
Ahney Her,198.00
DeVaughn Nixon,164.00
Caroline Goodall,212.00
Jamie Blackley,203.00
Agnia Ditkovskite,48.00
Sara Stewart,127.00
Liza Lapira,387.00
Ernie Reyes Jr.,445.00
Charles Martin Smith,188.00
Hugh O'Conor,163.00
Billie Whitelaw,108.00
Jay R. Ferguson,204.00
Rebecca Gayheart,468.00
Kevin Breznahan,104.00
Nancy Cartwright,362.00
Gregory Alan Williams,367.00
Billy Aaron Brown,177.00
DMX,432.00
Steve Pemberton,100.00
Eric Cantona,240.00
Vince Corazza,71.00
James Whitmore,288.00
Victoria Beckham,199.00
Kylie Bunbury,370.00
Griffin Cleveland,81.00
Amy Stewart,28.00
James Read,165.00
Kate Harbour,3.00
Don McManus,98.00
Jacob Pitts,360.00
Tony Plana,223.00
Amanda Tilson,58.00
Sergio Calderón,49.00
Zena Grey,255.00
Jacob Young,111.00
Tara Fitzgerald,151.00
Chris Parnell,432.00
Pauline McLynn,70.00
Patrick St. Esprit,148.00
Peter Kwong,52.00
Alice Pol,8.00
James Patrick Stuart,251.00
Daniel Lapaine,92.00
Natasha Calis,309.00
Cathryn de Prume,354.00
Rhys Coiro,268.00
Richard Gant,120.00
Ted Wass,42.00
Kaylee DeFer,324.00
Craig Hall,50.00
Yûsuke Iseya,18.00
Michael Paré,492.00
Julie Adams,132.00
Igor Zaripov,31.00
James Tupper,240.00
Liya Kebede,232.00
Shawn Hatosy,407.00
Gilles Lellouche,92.00
Gil Birmingham,416.00
Jérôme Deschamps,0.00
Aleksandr Bashirov,7.00
Jack Hawkins,87.00
Wai-Keung Lau,55.00
Kevin Williamson,221.00
Lori Singer,304.00
Harry Shearer,161.00
Jennifer Schwalbach Smith,92.00
Theresa Merritt,227.00
Lolita Davidovich,197.00
A.J. Langer,254.00
Clive Revill,73.00
Derek Graf,11.00
Anthony Daniels,441.00
Theresa Randle,244.00
O.J. Simpson,144.00
Catherine Dent,99.00
Matt Letscher,105.00
Dell Yount,62.00
Oliver Stark,88.00
Lainie Kazan,249.00
Garrett Morris,424.00
James Bolam,57.00
Marie Gillain,64.00
Gaye Brown,30.00
Lillete Dubey,73.00
Alexandra Silber,23.00
Phil Leeds,71.00
Debra Monk,86.00
Colleen Haskell,182.00
Juhi Chawla,171.00
Ray McKinnon,287.00
Darwin Shaw,55.00
Shane Brolly,105.00
Julian Fellowes,266.00
Charles Keating,137.00
Grigoriy Dobrygin,100.00
Kyle Gass,110.00
Aries Spears,83.00
Jeremy Kemp,42.00
Anne-Marie Duff,231.00
Amidou,35.00
Fabrice Luchini,80.00
Dendrie Taylor,120.00
Gabriel Almirón,0.00
Alessandra Mastronardi,159.00
Kenneth Colley,216.00
Matt Hill,199.00
DeWayne Warren,39.00
Matt Schulze,447.00
Leslie Hope,149.00
Eddie Kaye Thomas,484.00
Sarah Wynter,186.00
Steve Harris,338.00
Joseph Mascolo,85.00
Ali Hillis,597.00
Hayley McFarland,697.00
Jose Pablo Cantillo,501.00
Ski Carr,165.00
Melissa Ordway,318.00
Jason Weaver,284.00
Romeo Miller,582.00
Tony Lo Bianco,109.00
Charles Mesure,349.00
Marc Macaulay,107.00
Ken Sansom,16.00
Aryana Engineer,602.00
Brian d'Arcy James,77.00
Alex Winter,636.00
Yvette Mimieux,160.00
Filippo Timi,101.00
Anneliese van der Pol,354.00
Dermot Crowley,51.00
María Botto,47.00
Francesca Rettondini,78.00
Jeff Perry,254.00
Skyler Samuels,429.00
Romi Aboulafia,22.00
Margaret Cho,270.00
Christine Lakin,518.00
Jasper Levine,24.00
Tiffany Lamb,16.00
Toby Hemingway,637.00
John Patrick Amedori,733.00
Jake Short,470.00
Tom Bower,107.00
John Gavin,285.00
Riki Lindhome,490.00
Billy Barty,281.00
Leo McKern,83.00
Dana Ivey,271.00
Qiu Yuen,59.00
Zak Orth,153.00
Bernie Sanders,173.00
Joe Cole,233.00
Lorna Raver,163.00
Jacky Ido,80.00
Sam Lerner,62.00
Jordan Carlos,31.00
Nick Gomez,347.00
Don Stark,181.00
Sarah Solemani,99.00
David Ramsey,677.00
James Russo,383.00
Jeff DeRocker,2.00
Peter Wingfield,177.00
Gigi Rice,69.00
Serena Scott Thomas,175.00
Scott Wolf,376.00
Marko Zaror,99.00
Jackie Burroughs,86.00
Karin Konoval,81.00
Victoria Learn,9.00
Tyrone Benskin,228.00
Virginie Ledoyen,413.00
Caitlyn Jenner,161.00
Brent Anderson,400.00
Matthew Walker,2.00
Toni Braxton,231.00
Melvil Poupaud,188.00
Rosalind Ayres,101.00
Chi Chung Lam,3.00
Marie-Anne Chazel,11.00
Ewen Solon,9.00
Tom Conti,181.00
Elea Oberon,51.00
Andy On,60.00
Kevin McGowan,7.00
Jacqueline Lovell,53.00
Alan David,7.00
Martina Gedeck,155.00
Joe Turkel,413.00
J.J. Cohen,459.00
Hope Olaide Wilson,256.00
Cabrina Collesides,319.00
Kelli Barrett,110.00
David Moscow,306.00
Paul 'Pauly D' DelVecchio,211.00
Miyu Irino,7.00
Terence Yin,30.00
Alice Greczyn,630.00
Stephen Boyd,102.00
Dante Brown,505.00
Margaret Tracey,0.00
Tracy Letts,85.00
Pedro Miguel Arce,233.00
Chester,6.00
JR Bourne,457.00
Bree Turner,489.00
Joey Fatone,261.00
Fran Kranz,557.00
Collins Pennie,458.00
Mario Monicelli,148.00
Andrew Dice Clay,218.00
Nicollette Sheridan,341.00
Martin Balsam,191.00
Dan Bakkedahl,59.00
Grace Jones,406.00
Freddie Jones,124.00
Ethan Stiefel,111.00
Timothée Chalamet,85.00
Kevin G. Schmidt,362.00
Michael Horse,102.00
John McMartin,101.00
Frankie Valli,197.00
Kellie Martin,371.00
Kim Chan,45.00
Albert Salmi,94.00
Paul Sparks,201.00
Sam Reid,212.00
Leonie Benesch,16.00
James Cullen Bressack,161.00
Nick Cassavetes,415.00
Lars Ulrich,151.00
Katharina Schüttler,30.00
Joseph Pilato,83.00
Kevork Malikyan,69.00
Luis Rosado,129.00
Hakeem Kae-Kazim,242.00
Vondie Curtis-Hall,170.00
Rob Campbell,50.00
Eric Sykes,83.00
Theodore Bikel,244.00
Jay Chandrasekhar,422.00
Erik Knudsen,583.00
Diana Maria Riva,89.00
Shad Moss,826.00
Malika,104.00
Ben Platt,746.00
Megyn Price,323.00
Caroll Spinney,142.00
Ellen Sandweiss,58.00
Conrad Coates,66.00
Clyde Kusatsu,161.00
Jake Wood,96.00
Gerard McSorley,71.00
Carlos Bardem,55.00
Chris Andrew Ciulla,215.00
Mary Mouser,168.00
Paul Winfield,255.00
Tim Williams,62.00
Griffin Dunne,165.00
Laurence Fox,281.00
Samm Levine,433.00
Harley Jane Kozak,62.00
Mark Walters,35.00
Rachel Brosnahan,389.00
Finn Ireland,107.00
Sergi López,250.00
Kamel Krifa,51.00
Tsianina Joelson,95.00
Cynthia Stevenson,271.00
Ruby Jerins,238.00
Trent Ford,258.00
Brian Keith,316.00
Shannon Tweed,322.00
Robin Weigert,295.00
Michel Galabru,27.00
Ivan Sergei,613.00
Conrad Kemp,44.00
Miranda Otto,567.00
Tommy Karlsen,15.00
Charles Aznavour,125.00
William Shockley,518.00
Michel Muller,17.00
Adrian Pasdar,555.00
Sihung Lung,5.00
Ara Celi,158.00
Hugh O'Brian,247.00
Jason Wiles,260.00
Kyung-gu Sol,13.00
Allen Leech,305.00
Isabelle Nélisse,250.00
Grasie Mercedes,27.00
Glenn Shadix,217.00
Jessica Raine,259.00
Dororthy Thorton,2.00
William Petersen,883.00
Martha MacIsaac,616.00
André the Giant,594.00
Russ Tamblyn,228.00
Kali Rocha,106.00
Ser'Darius Blain,100.00
Mitchell Ryan,141.00
Kurt Loder,162.00
Jason Spevack,125.00
Nina Hartley,170.00
Joss Ackland,232.00
Angelo Anthony Pizza,619.00
Geneviève Bujold,159.00
Homayoun Ershadi,123.00
Larry Mullen Jr.,44.00
Adam Copeland,377.00
Sandra Nelson,65.00
Shirley Douglas,47.00
Chris Bruno,186.00
Michael Michele,274.00
Marla Sokoloff,612.00
Estelle Parsons,224.00
Eric Godon,39.00
Conleth Hill,386.00
Guillermo Arriaga,289.00
Chris Geere,220.00
Mac McDonald,25.00
Mike Muscat,90.00
Amber Marie Bollinger,46.00
Rudolf Klein-Rogge,18.00
Dany Verissimo-Petit,58.00
Satoshi Tsumabuki,56.00
Nataliya Vdovina,9.00
Conrad Dunn,40.00
Aubrey Poo,2.00
Edward Fox,125.00
Steven Elder,51.00
Ferdinando Vetere,50.00
Yasuaki Kurata,19.00
Arben Bajraktaraj,121.00
Bart Shatto,124.00
Jean-Marc Barr,236.00
Ayush Mahesh Khedekar,40.00
John Meillon,57.00
Chad Bishop,277.00
Stephen Baldwin,560.00
Malik Yoba,496.00
Barbara Bach,238.00
Jason Hawes,84.00
Susan Hogan,25.00
Olivia Colman,583.00
Shelby Vischer,8.00
Maya Angelou,279.00
Gino Salvano,111.00
Allen Payne,364.00
Paolo Seganti,55.00
Lexa Doig,489.00
China Chow,169.00
Osric Chau,635.00
Isaach De Bankolé,177.00
Noam Jenkins,191.00
Tovah Feldshuh,113.00
Bonnie Henna,15.00
Candace Kroslak,102.00
Nigel Whitmey,5.00
Behrouz Vossoughi,324.00
Karl Johnson,43.00
Kelly Lin,21.00
Diora Baird,378.00
Elisa Donovan,201.00
Olgierd Lukaszewicz,2.00
Amelia Warner,170.00
Jaroslaw Boberek,2.00
Tamar Novas,93.00
Alison Chand,21.00
Boys II Men,41.00
Fredro Starr,237.00
Brooke Bundy,54.00
Gene Simmons,301.00
Sedona Legge,2.00
Antonio Sabato Jr.,459.00
Charlotte Sullivan,388.00
Henry Simmons,334.00
Corey Johnson,123.00
Jason Gray-Stanford,140.00
Rolando Molina,525.00
Shidô Nakamura,78.00
Lena Endre,75.00
Sarah Wright,499.00
Yves Jacques,8.00
Natalie Lisinska,73.00
Paul Mazursky,150.00
Thomas Ian Griffith,147.00
Branko Djuric,116.00
Jung-jae Lee,29.00
Annie Golden,113.00
Gary Schwartz,91.00
Rob Morrow,355.00
Hannah Murray,1000.00
Jude Ciccolella,99.00
Ronald Colman,135.00
Cara Horgan,18.00
Björk,322.00
Charlotte Lewis,148.00
Rorke Denver,11.00
Ashley Hinshaw,371.00
Steven Hill,122.00
Dave Allen,135.00
Oliver Cooper,281.00
Bill Hickman,78.00
Anthony Burrell,8.00
Robert Foxworth,79.00
Lusia Strus,282.00
Viva Bianca,898.00
Peter Hermann,322.00
Meg Crosbie,376.00
Lark Voorhies,324.00
John Colicos,85.00
Herbert Grönemeyer,18.00
Zhengyong Zhang,4.00
Sofia Black-D'Elia,265.00
Tammy Blanchard,192.00
Sherman Hemsley,654.00
Greg Mottola,99.00
Brian Dietzen,251.00
Susan Gardner,48.00
Samantha Ivers,103.00
Ah-sung Ko,74.00
Paul Gleason,212.00
Serena Grandi,70.00
Jake Richardson,77.00
Harmony Korine,520.00
Timothy Webber,18.00
James Shigeta,403.00
Andy Davoli,146.00
Bálint Péntek,0.00
Dahong Ni,3.00
Ryu Kohata,3.00
Rebecca Black,188.00
Hiroyuki Ikeuchi,16.00
Ana Imnadze,18.00
Emma Lung,42.00
Alexandra Callas,247.00
Ginger Jensen,84.00
Denise Crosby,426.00
Akira Terao,4.00
Hailu Qin,2.00
Jason Mantzoukas,411.00
Daniel Zettel,14.00
Christopher Sommers,32.00
Robert Prosky,191.00
Peter Berg,532.00
Eva Birthistle,54.00
Hardy Krüger,111.00
Pauline Collins,123.00
Jim Rash,424.00
Scott Handy,109.00
Alex Karpovsky,272.00
Lisa Pelikan,40.00
Samantha Eggar,104.00
Angus Barnett,22.00
Geoff Bell,405.00
Scott Patterson,357.00
Britt Ekland,199.00
Alix Freihage,19.00
Max Cullen,48.00
Francesc Pagès,132.00
Glenn Beck,73.00
Raoul Max Trujillo,194.00
Hannah Britland,44.00
Riteish Deshmukh,119.00
François Damiens,24.00
Leigh Whannell,482.00
Clare Kramer,229.00
Jack Wild,139.00
Angelo Rossitto,60.00
Stephanie Lemelin,130.00
Sal Lopez,73.00
Tom Waits,699.00
Isiah Whitlock Jr.,190.00
Jaden Klein,220.00
Johnny Whitworth,448.00
Ronald Pickup,111.00
Charlie Murphy,203.00
Jennifer Tung,39.00
Carlos Alazraqui,307.00
Niall Horan,547.00
Jack Guzman,30.00
Rob Huebel,172.00
Tamara Taylor,476.00
Lee Tergesen,444.00
Carlo Cecchi,2.00
India de Beaufort,231.00
Jillian Estell,664.00
François Chau,294.00
Alba Rohrwacher,72.00
Dennis Burkley,311.00
Gen Seto,4.00
Dree Hemingway,64.00
Robert Peters,221.00
Sharat Saxena,45.00
Carol Sutton,251.00
Robert Pralgo,688.00
Adriane Lenox,20.00
George DiCenzo,54.00
Anna Vareschi,0.00
Michel Serrault,28.00
Haluk Bilginer,241.00
Romane Bohringer,34.00
Larry Fessenden,83.00
Laura Harris,345.00
Kerry Cahill,146.00
Lee Norris,553.00
William Miller,36.00
Sandra Echeverría,422.00
Sean Keenan,51.00
Danny Sapani,102.00
Adrienne Pickering,72.00
Adrian Holmes,126.00
Chase Armitage,111.00
Amanda Troop,196.00
Sigríður María Egilsdóttir,5.00
Shabana Azmi,95.00
John Light,46.00
Dal-su Oh,7.00
Enrique Murciano,195.00
Antonio de la Torre,82.00
Don Francks,123.00
Luisa D'Oliveira,129.00
Luke Ford,110.00
Vic Waghorn,1000.00
Bolaji Badejo,513.00
Marilyn Burns,177.00
Rosalind Harris,51.00
Parker Bagley,123.00
Lunetta Savino,16.00
Jarrod Bunch,862.00
Dinah Manoff,118.00
Roberta Valderrama,908.00
Ralph Bellamy,199.00
Patrick Cranshaw,127.00
Danny Webb,130.00
Gbenga Akinnagbe,338.00
Dylan Kussman,35.00
Chris Young,219.00
Hunter Tylo,140.00
Robert Urich,297.00
Woo-hee Chun,0.00
Kevin McHale,748.00
Mai Charoenpura,6.00
Lionel Abelanski,5.00
Gary McDonald,25.00
Peter Callan,18.00
Perrey Reeves,230.00
John Henshaw,35.00
Émilie Dequenne,98.00
Steve Le Marquand,59.00
Celina Jade,305.00
Debrianna Mansini,175.00
Alan Bates,122.00
Milo O'Shea,170.00
Stian Smestad,3.00
Molly Hagan,133.00
Valarie Pettiford,202.00
Brad James,559.00
Samuel Roukin,179.00
Christopher B. Duncan,81.00
Vanessa Martinez,39.00
Martin Lucey,6.00
Aditya Roy Kapoor,417.00
Robert Taylor,346.00
Ghassan Massoud,173.00
James Huang,85.00
Nicholas Hammond,195.00
Patrick Cronin,51.00
Jill Talley,27.00
David Schneider,27.00
Steve Harvey,360.00
Daisy Betts,297.00
Josh Pais,117.00
Justin Hall,102.00
Jeff Marlow,460.00
Tracy Middendorf,112.00
Keri Lynn Pratt,292.00
Sarain Boylan,50.00
Diego Velazquez,86.00
Michaela Watkins,216.00
Samuel West,136.00
David Thewlis,0.00
Emmanuelle Béart,569.00
Vernee Watson,112.00
Kevin Rahm,168.00
Amy Locane,200.00
Evan McGuire,4.00
Mary Catherine Garrison,7.00
Alexa Havins,209.00
Kesun Loder,33.00
William Shimell,47.00
Tesshô Genda,4.00
Julie LeBreton,23.00
Darren Boyd,112.00
Natalie Coughlin,189.00
Jean-Claude Lecas,15.00
Kacey Clarke,376.00
Anna Katarina,26.00
Craig Sheffer,391.00
Garvin Cross,36.00
Ángela Molina,40.00
Todd Louiso,88.00
Stanislav Ianevski,658.00
Ellie Kendrick,221.00
Nastassja Kinski,518.00
Roschdy Zem,59.00
Natalie Mendoza,158.00
Razaaq Adoti,36.00
Vic Aviles,60.00
Danielle Darrieux,106.00
Jennifer Ulrich,93.00
Charles Baker,500.00
Ayla Kell,440.00
